Player,DOB,player_key,Team,Position,Games played,Entering NCAA Season,Height Display,Weight Display,Active hand,Nationality,Category,Metric,Per-game value,NCAA Avg,Percentile,Season,Season GP,Season Points,Season Goals,Season Assists,Season PIM
Quinn Emerson,2001-03-12,Quinn Emerson|2001-03-12,Bowling Green,F,38,5,"6'0""",181,Right,,Offense,Goals,0.26,0.22078717201166181,63.411078717201164,2025-26,38,33.0,10.0,23.0,
Martins Lavins,2003-04-10,Martins Lavins|2003-04-10,New Hampshire,F,23,4,"6'1""",185,Right,,Offense,Goals,0.26,0.22078717201166181,63.411078717201164,2025-26,23,11.0,6.0,5.0,
Aiden Westin,2002-02-06,Aiden Westin|2002-02-06,Alaska Anchorage,F,34,4,"6'1""",185,Right,,Offense,Goals,0.26,0.22078717201166181,63.411078717201164,2025-26,34,13.0,9.0,4.0,
Ryan Conmy,2004-10-23,Ryan Conmy|2004-10-23,Boston College,F,36,4,"5'10""",185,Right,,Offense,Goals,0.25,0.22078717201166181,61.51603498542274,2025-26,36,28.0,9.0,19.0,
Tyler Wallace,2002-05-19,Tyler Wallace|2002-05-19,Rensselaer,F,36,4,"6'2""",187,Left,,Offense,Goals,0.25,0.22078717201166181,61.51603498542274,2025-26,36,18.0,9.0,9.0,
Ellis Rickwood,2002-07-02,Ellis Rickwood|2002-07-02,North Dakota,F,36,5,"6'2""",201,Right,,Offense,Goals,0.25,0.22078717201166181,61.51603498542274,2025-26,36,37.0,9.0,28.0,
Ben MacDonald,2004-02-24,Ben MacDonald|2004-02-24,Harvard,F,24,4,"6'1""",185,Left,,Offense,Goals,0.25,0.22078717201166181,61.51603498542274,2025-26,24,9.0,6.0,3.0,
Samu Salminen,2003-04-09,Samu Salminen|2003-04-09,Denver,F,44,5,"6'2""",185,Left,,Offense,Goals,0.25,0.22078717201166181,61.51603498542274,2025-26,44,30.0,11.0,19.0,
Ryan Bottrill,2002-02-04,Ryan Bottrill|2002-02-04,Clarkson,F,38,5,"6'1""",185,Right,,Offense,Goals,0.24,0.22078717201166181,60.204081632653065,2025-26,38,37.0,9.0,28.0,
Jack Seymour,2001-04-06,Jack Seymour|2001-04-06,Holy Cross,F,38,4,"5'11""",170,Right,,Offense,Goals,0.24,0.22078717201166181,60.204081632653065,2025-26,38,17.0,9.0,8.0,
Kellan Hjartarson,2003-02-23,Kellan Hjartarson|2003-02-23,Bentley,F,41,4,"5'11""",172,Left,,Offense,Goals,0.24,0.22078717201166181,60.204081632653065,2025-26,41,34.0,10.0,24.0,
Max Itagaki,2002-06-18,Max Itagaki|2002-06-18,Ferris State,F,29,5,"5'5""",154,Right,,Offense,Goals,0.24,0.22078717201166181,60.204081632653065,2025-26,29,18.0,7.0,11.0,
Oliver Tarr,2002-01-20,Oliver Tarr|2002-01-20,Canisius,F,35,5,"6'0""",170,Right,,Offense,Goals,0.23,0.22078717201166181,58.309037900874635,2025-26,35,19.0,8.0,11.0,
Beanie Richter,2004-08-20,Beanie Richter|2004-08-20,Yale,F,31,4,"6'2""",194,Left,,Offense,Goals,0.23,0.22078717201166181,58.309037900874635,2025-26,31,10.0,7.0,3.0,
Drew Montgomery,2003-03-27,Drew Montgomery|2003-03-27,Colorado College,F,35,4,"5'11""",174,Left,,Offense,Goals,0.23,0.22078717201166181,58.309037900874635,2025-26,35,18.0,8.0,10.0,
Brennan Ali,2004-02-09,Brennan Ali|2004-02-09,Notre Dame,F,35,4,"6'0""",194,Left,,Offense,Goals,0.23,0.22078717201166181,58.309037900874635,2025-26,35,14.0,8.0,6.0,
Luc Wilson,2001-11-22,Luc Wilson|2001-11-22,Rensselaer,F,35,5,"5'10""",181,Left,,Offense,Goals,0.23,0.22078717201166181,58.309037900874635,2025-26,35,22.0,8.0,14.0,
Max Dukovac,2002-02-19,Max Dukovac|2002-02-19,Ferris State,F,39,5,"6'2""",181,Left,,Offense,Goals,0.23,0.22078717201166181,58.309037900874635,2025-26,39,13.0,9.0,4.0,
David Chen,2003-04-01,David Chen|2003-04-01,Yale,F,31,5,"6'0""",185,Right,,Offense,Goals,0.23,0.22078717201166181,58.309037900874635,2025-26,31,26.0,7.0,19.0,
Cole Spicer,2004-06-13,Cole Spicer|2004-06-13,Western Michigan,F,13,5,"5'11""",183,Left,,Offense,Goals,0.23,0.22078717201166181,58.309037900874635,2025-26,13,7.0,3.0,4.0,
Boston Buckberger,2003-06-01,Boston Buckberger|2003-06-01,Denver,D,44,4,"5'11""",172,Left,,Offense,Goals,0.23,0.09414473684210527,96.71052631578947,2025-26,44,29.0,10.0,19.0,
Ryan Taylor,2001-03-09,Ryan Taylor|2001-03-09,Robert Morris,F,26,5,"6'3""",207,Right,,Offense,Goals,0.23,0.22078717201166181,58.309037900874635,2025-26,26,14.0,6.0,8.0,
Andon Cerbone,2004-04-13,Andon Cerbone|2004-04-13,Quinnipiac,F,40,4,"5'9""",163,Left,,Offense,Goals,0.22,0.22078717201166181,56.12244897959183,2025-26,40,22.0,9.0,13.0,
Noah Ellis,2002-02-01,Noah Ellis|2002-02-01,Sacred Heart,D,41,5,"6'3""",192,Right,,Offense,Goals,0.22,0.09414473684210527,96.05263157894737,2025-26,41,20.0,9.0,11.0,
Isaac Gordon,2004-01-29,Isaac Gordon|2004-01-29,Michigan Tech,F,37,4,"6'0""",187,Right,,Offense,Goals,0.22,0.22078717201166181,56.12244897959183,2025-26,37,26.0,8.0,18.0,
Owen Bohn,2002-02-12,Owen Bohn|2002-02-12,Augustana,F,32,4,"5'11""",165,Left,,Offense,Goals,0.22,0.22078717201166181,56.12244897959183,2025-26,32,18.0,7.0,11.0,
Jacob Jeannette,2002-12-13,Jacob Jeannette|2002-12-13,Union,F,18,4,"6'1""",201,Left,,Offense,Goals,0.22,0.22078717201166181,56.12244897959183,2025-26,18,7.0,4.0,3.0,
Connor Welsh,2004-01-02,Connor Welsh|2004-01-02,Holy Cross,F,36,4,"5'11""",174,Right,,Offense,Goals,0.22,0.22078717201166181,56.12244897959183,2025-26,36,16.0,8.0,8.0,
Marcus Joughin,2001-07-05,Marcus Joughin|2001-07-05,Sacred Heart,F,41,5,"5'11""",181,Left,,Offense,Goals,0.22,0.22078717201166181,56.12244897959183,2025-26,41,33.0,9.0,24.0,
Iisai Pesonen,2004-02-20,Iisai Pesonen|2004-02-20,Yale,F,28,4,"5'10""",150,Left,,Offense,Goals,0.21,0.22078717201166181,54.08163265306123,2025-26,28,13.0,6.0,7.0,
Mason Marcellus,2002-07-19,Mason Marcellus|2002-07-19,Quinnipiac,F,38,4,"5'9""",165,Left,,Offense,Goals,0.21,0.22078717201166181,54.08163265306123,2025-26,38,34.0,8.0,26.0,
Talon Sigurdson,2002-01-11,Talon Sigurdson|2002-01-11,Clarkson,F,38,4,"6'2""",181,Right,,Offense,Goals,0.21,0.22078717201166181,54.08163265306123,2025-26,38,20.0,8.0,12.0,
Jake Percival,2002-02-11,Jake Percival|2002-02-11,UConn,F,38,5,"5'10""",174,Left,,Offense,Goals,0.21,0.22078717201166181,54.08163265306123,2025-26,38,15.0,8.0,7.0,
Caden Brown,2003-06-22,Caden Brown|2003-06-22,Ferris State,F,24,5,"5'11""",190,Right,,Offense,Goals,0.21,0.22078717201166181,54.08163265306123,2025-26,24,13.0,5.0,8.0,
Cameron O'Neill,2004-01-24,Cameron O'Neill|2004-01-24,UMass Minuteme,F,33,4,"6'0""",198,Right,,Offense,Goals,0.21,0.22078717201166181,54.08163265306123,2025-26,33,14.0,7.0,7.0,
Erik Bargholtz,2001-04-12,Erik Bargholtz|2001-04-12,Clarkson,F,38,5,"6'2""",194,Right,,Offense,Goals,0.21,0.22078717201166181,54.08163265306123,2025-26,38,20.0,8.0,12.0,
Jack Anderson,2002-11-14,Jack Anderson|2002-11-14,Michigan Tech,D,38,5,"6'6""",225,Left,,Offense,Goals,0.21,0.09414473684210527,95.39473684210526,2025-26,38,20.0,8.0,12.0,
Tyson Dyck,2004-02-06,Tyson Dyck|2004-02-06,Wisconsin,F,28,5,"6'0""",170,Left,,Offense,Goals,0.21,0.22078717201166181,54.08163265306123,2025-26,28,16.0,6.0,10.0,
Braden Birnie,2001-08-19,Braden Birnie|2001-08-19,Alaska,F,35,5,"6'3""",192,Left,,Offense,Goals,0.2,0.22078717201166181,51.31195335276968,2025-26,35,17.0,7.0,10.0,
Kyle Smolen,2002-06-18,Kyle Smolen|2002-06-18,Arizona State,F,35,4,"5'11""",176,Right,,Offense,Goals,0.2,0.22078717201166181,51.31195335276968,2025-26,35,21.0,7.0,14.0,
Ryan Beck,2002-08-25,Ryan Beck|2002-08-25,Lake Superior State,F,35,5,"5'8""",194,Left,,Offense,Goals,0.2,0.22078717201166181,51.31195335276968,2025-26,35,23.0,7.0,16.0,
David Andreychuk,2002-04-02,David Andreychuk|2002-04-02,Yale,F,30,4,"6'1""",205,Left,,Offense,Goals,0.2,0.22078717201166181,51.31195335276968,2025-26,30,14.0,6.0,8.0,
Daniel Baldassarra,2002-03-15,Daniel Baldassarra|2002-03-15,Long Island,F,20,4,"5'10""",170,Left,,Offense,Goals,0.2,0.22078717201166181,51.31195335276968,2025-26,20,6.0,4.0,2.0,
Salvatore Guzzo,2005-04-17,Salvatore Guzzo|2005-04-17,Harvard,F,20,4,"6'1""",185,Right,,Offense,Goals,0.2,0.22078717201166181,51.31195335276968,2025-26,20,4.0,4.0,,
Raymond Fust,2002-10-23,Raymond Fust|2002-10-23,Sacred Heart,F,40,5,"6'4""",205,Left,,Offense,Goals,0.2,0.22078717201166181,51.31195335276968,2025-26,40,18.0,8.0,10.0,
Vincent Salice,2003-02-28,Vincent Salice|2003-02-28,Army West Point,F,35,4,"5'7""",174,Left,,Offense,Goals,0.2,0.22078717201166181,51.31195335276968,2025-26,35,9.0,7.0,2.0,
Max Scott,2002-10-11,Max Scott|2002-10-11,Maine,F,30,4,"6'0""",185,Left,,Offense,Goals,0.2,0.22078717201166181,51.31195335276968,2025-26,30,19.0,6.0,13.0,
Sully Scholle,2003-03-19,Sully Scholle|2003-03-19,Maine,F,35,4,"5'10""",170,Left,,Offense,Goals,0.2,0.22078717201166181,51.31195335276968,2025-26,35,19.0,7.0,12.0,
Ryan Sullivan,2002-05-15,Ryan Sullivan|2002-05-15,Colgate,F,35,4,"6'2""",190,Left,,Offense,Goals,0.2,0.22078717201166181,51.31195335276968,2025-26,35,26.0,7.0,19.0,
John Lundy,2001-04-27,John Lundy|2001-04-27,Ferris State,F,27,4,"5'9""",163,Left,,Offense,Goals,0.19,0.22078717201166181,49.12536443148688,2025-26,27,11.0,5.0,6.0,
Tyler Rollwagen,2001-03-20,Tyler Rollwagen|2001-03-20,Nebraska-Omaha,F,37,5,"5'11""",194,Left,,Offense,Goals,0.19,0.22078717201166181,49.12536443148688,2025-26,37,12.0,7.0,5.0,
Nick Williams,2002-09-21,Nick Williams|2002-09-21,St. Thomas,D,32,4,"5'9""",174,Left,,Offense,Goals,0.19,0.09414473684210527,94.07894736842105,2025-26,32,17.0,6.0,11.0,
Nolan Cunningham,2001-12-17,Nolan Cunningham|2001-12-17,Air Force Falcons,D,37,4,"6'2""",185,Right,,Offense,Goals,0.19,0.09414473684210527,94.07894736842105,2025-26,37,20.0,7.0,13.0,
Jak Vaarwerk,2003-06-13,Jak Vaarwerk|2003-06-13,UMass-Lowell,F,36,4,"6'0""",190,Left,,Offense,Goals,0.19,0.22078717201166181,49.12536443148688,2025-26,36,21.0,7.0,14.0,
Lukas Gustafsson,2002-12-16,Lukas Gustafsson|2002-12-16,Boston College,D,37,5,"5'11""",194,Left,,Offense,Goals,0.19,0.09414473684210527,94.07894736842105,2025-26,37,24.0,7.0,17.0,
Ryan O'Neill,2001-02-25,Ryan O'Neill|2001-02-25,St. Thomas,F,32,5,"5'10""",174,Right,,Offense,Goals,0.19,0.22078717201166181,49.12536443148688,2025-26,32,25.0,6.0,19.0,
Tyler Young,2001-05-08,Tyler Young|2001-05-08,North Dakota,F,34,5,"6'1""",179,Right,,Offense,Goals,0.18,0.22078717201166181,46.79300291545189,2025-26,34,12.0,6.0,6.0,
Michael Callow,2004-01-15,Michael Callow|2004-01-15,Harvard,F,17,4,"6'4""",205,Right,,Offense,Goals,0.18,0.22078717201166181,46.79300291545189,2025-26,17,5.0,3.0,2.0,
Paul Fischer,2005-01-30,Paul Fischer|2005-01-30,Notre Dame,D,33,4,"6'1""",201,Left,,Offense,Goals,0.18,0.09414473684210527,92.76315789473685,2025-26,33,23.0,6.0,17.0,
Carter Korpi,2001-07-28,Carter Korpi|2001-07-28,Union,F,17,5,"6'0""",190,Right,,Offense,Goals,0.18,0.22078717201166181,46.79300291545189,2025-26,17,3.0,3.0,,
Emerson Goode,2002-10-16,Emerson Goode|2002-10-16,Ferris State,F,17,4,"6'1""",176,Left,,Offense,Goals,0.18,0.22078717201166181,46.79300291545189,2025-26,17,5.0,3.0,2.0,
Jackson Niedermayer,2001-03-11,Jackson Niedermayer|2001-03-11,Bowling Green,F,34,5,"6'0""",196,Left,,Offense,Goals,0.18,0.22078717201166181,46.79300291545189,2025-26,34,20.0,6.0,14.0,
Lauri Raiman,2004-01-27,Lauri Raiman|2004-01-27,Michigan Tech,F,11,4,"5'11""",179,Left,,Offense,Goals,0.18,0.22078717201166181,46.79300291545189,2025-26,11,2.0,2.0,,
Ben Doran,2003-02-27,Ben Doran|2003-02-27,Bowling Green,F,38,4,"5'11""",181,Right,,Offense,Goals,0.18,0.22078717201166181,46.79300291545189,2025-26,38,33.0,7.0,26.0,
Connor Milburn,2001-04-11,Connor Milburn|2001-04-11,Lake Superior State,F,34,5,"6'4""",185,Left,,Offense,Goals,0.18,0.22078717201166181,46.79300291545189,2025-26,34,19.0,6.0,13.0,
Tabor Heaslip,2001-12-17,Tabor Heaslip|2001-12-17,UConn,F,38,5,"5'9""",174,Left,,Offense,Goals,0.18,0.22078717201166181,46.79300291545189,2025-26,38,18.0,7.0,11.0,
Anthony Galante,2002-04-18,Anthony Galante|2002-04-18,Stonehill,F,28,4,"5'11""",174,Left,,Offense,Goals,0.18,0.22078717201166181,46.79300291545189,2025-26,28,19.0,5.0,14.0,
Tiernan Shoudy,2002-03-15,Tiernan Shoudy|2002-03-15,Michigan State,F,39,5,"5'9""",179,Left,,Offense,Goals,0.18,0.22078717201166181,46.79300291545189,2025-26,39,23.0,7.0,16.0,
Brody Waters,2002-04-09,Brody Waters|2002-04-09,Bowling Green,F,38,4,"6'2""",194,Right,,Offense,Goals,0.18,0.22078717201166181,46.79300291545189,2025-26,38,15.0,7.0,8.0,
Jayden Davis,2003-03-02,Jayden Davis|2003-03-02,Notre Dame,F,18,4,"5'11""",185,Left,,Offense,Goals,0.17,0.22078717201166181,43.14868804664723,2025-26,18,6.0,3.0,3.0,
Brent Keefer,2001-09-28,Brent Keefer|2001-09-28,Army West Point,F,35,4,"6'0""",170,Right,,Offense,Goals,0.17,0.22078717201166181,43.14868804664723,2025-26,35,14.0,6.0,8.0,
Daniel Sambuco,2003-06-10,Daniel Sambuco|2003-06-10,Vermont,F,30,4,"6'0""",190,Left,,Offense,Goals,0.17,0.22078717201166181,43.14868804664723,2025-26,30,6.0,5.0,1.0,
Luke Johnson,2001-10-15,Luke Johnson|2001-10-15,Alaska Anchorage,F,18,5,"5'9""",165,Left,,Offense,Goals,0.17,0.22078717201166181,43.14868804664723,2025-26,18,3.0,3.0,,
Brandon Holt,2001-04-30,Brandon Holt|2001-04-30,Maine,D,36,5,"5'11""",176,Left,,Offense,Goals,0.17,0.09414473684210527,90.78947368421053,2025-26,36,31.0,6.0,25.0,
Chase Davis,2002-04-08,Chase Davis|2002-04-08,Bentley,F,41,4,"6'5""",194,Right,,Offense,Goals,0.17,0.22078717201166181,43.14868804664723,2025-26,41,12.0,7.0,5.0,
Jens Richards,2002-12-14,Jens Richards|2002-12-14,Vermont,F,35,5,"6'2""",194,Left,,Offense,Goals,0.17,0.22078717201166181,43.14868804664723,2025-26,35,13.0,6.0,7.0,
Jacob Schneider,2002-12-24,Jacob Schneider|2002-12-24,Colgate,F,36,4,"5'11""",198,Right,,Offense,Goals,0.17,0.22078717201166181,43.14868804664723,2025-26,36,10.0,6.0,4.0,
Ben Dexheimer,2002-06-21,Ben Dexheimer|2002-06-21,Wisconsin,D,40,5,"5'10""",165,Right,,Offense,Goals,0.17,0.09414473684210527,90.78947368421053,2025-26,40,29.0,7.0,22.0,
Nathaniel Hanley,2002-05-30,Nathaniel Hanley|2002-05-30,Union,F,36,5,"5'11""",185,Right,,Offense,Goals,0.17,0.22078717201166181,43.14868804664723,2025-26,36,23.0,6.0,17.0,
George Fegaras,2004-04-26,George Fegaras|2004-04-26,Cornell,D,36,4,"6'2""",205,Right,,Offense,Goals,0.17,0.09414473684210527,90.78947368421053,2025-26,36,24.0,6.0,18.0,
Joe Miller,2002-09-15,Joe Miller|2002-09-15,Harvard,F,35,5,"5'10""",165,Right,,Offense,Goals,0.17,0.22078717201166181,43.14868804664723,2025-26,35,10.0,6.0,4.0,
Cameron MacDonald,2002-03-08,Cameron MacDonald|2002-03-08,Dartmouth,F,23,4,"5'9""",185,Right,,Offense,Goals,0.17,0.22078717201166181,43.14868804664723,2025-26,23,11.0,4.0,7.0,
Riley Wallack,2001-04-05,Riley Wallack|2001-04-05,Ferris State,F,24,5,"6'6""",229,Left,,Offense,Goals,0.17,0.22078717201166181,43.14868804664723,2025-26,24,8.0,4.0,4.0,
Massimo-Sarantos Lombardi,2002-05-18,Massimo-Sarantos Lombardi|2002-05-18,Vermont,F,29,5,"5'10""",194,Right,,Offense,Goals,0.17,0.22078717201166181,43.14868804664723,2025-26,29,10.0,5.0,5.0,
Max Smolinski,2003-04-02,Max Smolinski|2003-04-02,St. Cloud State,D,36,5,"6'0""",185,Right,,Offense,Goals,0.17,0.09414473684210527,90.78947368421053,2025-26,36,18.0,6.0,12.0,
Michael Mastrodomenico,2004-04-19,Michael Mastrodomenico|2004-04-19,Notre Dame,D,35,5,"6'1""",205,Right,,Offense,Goals,0.17,0.09414473684210527,90.78947368421053,2025-26,35,14.0,6.0,8.0,
Barron Woodring,2002-07-05,Barron Woodring|2002-07-05,Army West Point,F,35,4,"6'2""",201,Right,,Offense,Goals,0.17,0.22078717201166181,43.14868804664723,2025-26,35,23.0,6.0,17.0,
Ty Gagno,2003-10-01,Ty Gagno|2003-10-01,Holy Cross,F,37,4,"6'2""",185,Right,,Offense,Goals,0.16,0.22078717201166181,39.795918367346935,2025-26,37,16.0,6.0,10.0,
Brendan Gibbons,2002-06-15,Brendan Gibbons|2002-06-15,Air Force Falcons,F,37,4,"6'2""",205,Right,,Offense,Goals,0.16,0.22078717201166181,39.795918367346935,2025-26,37,16.0,6.0,10.0,
Holt Oliphant,2001-05-17,Holt Oliphant|2001-05-17,Air Force Falcons,F,37,5,"5'10""",190,Right,,Offense,Goals,0.16,0.22078717201166181,39.795918367346935,2025-26,37,13.0,6.0,7.0,
Jake Dunlap,2001-12-05,Jake Dunlap|2001-12-05,Ohio State,F,25,5,"5'9""",174,Left,,Offense,Goals,0.16,0.22078717201166181,39.795918367346935,2025-26,25,9.0,4.0,5.0,
Mark Hillier,2002-03-18,Mark Hillier|2002-03-18,Merrimack,F,37,5,"6'1""",181,Left,,Offense,Goals,0.16,0.22078717201166181,39.795918367346935,2025-26,37,10.0,6.0,4.0,
Tristan Fraser,2001-11-13,Tristan Fraser|2001-11-13,UConn,F,38,5,"6'0""",190,Right,,Offense,Goals,0.16,0.22078717201166181,39.795918367346935,2025-26,38,13.0,6.0,7.0,
Tyler Schleppe,2001-11-11,Tyler Schleppe|2001-11-11,Ferris State,F,38,5,"6'4""",207,Right,,Offense,Goals,0.16,0.22078717201166181,39.795918367346935,2025-26,38,16.0,6.0,10.0,
Will Staring,2003-02-28,Will Staring|2003-02-28,Air Force Falcons,D,37,4,"6'2""",194,Left,,Offense,Goals,0.16,0.09414473684210527,88.1578947368421,2025-26,37,17.0,6.0,11.0,
Nicholas Niemo,2001-03-28,Nicholas Niemo|2001-03-28,Niagara,F,25,5,"5'0""",154,Right,,Offense,Goals,0.16,0.22078717201166181,39.795918367346935,2025-26,25,11.0,4.0,7.0,
Drew Kuzma,2002-11-13,Drew Kuzma|2002-11-13,Lindenwood,F,32,5,"6'6""",218,Left,,Offense,Goals,0.16,0.22078717201166181,39.795918367346935,2025-26,32,13.0,5.0,8.0,
Gavin O'Connell,2004-02-19,Gavin O'Connell|2004-02-19,Michigan State,F,38,4,"6'0""",183,Right,,Offense,Goals,0.16,0.22078717201166181,39.795918367346935,2025-26,38,16.0,6.0,10.0,
Owen Baumgartner,2002-07-01,Owen Baumgartner|2002-07-01,Augustana,D,32,4,"5'10""",185,Left,,Offense,Goals,0.16,0.09414473684210527,88.1578947368421,2025-26,32,20.0,5.0,15.0,
Tristan Sarsland,2004-02-25,Tristan Sarsland|2004-02-25,Clarkson,D,38,5,"6'0""",185,Right,,Offense,Goals,0.16,0.09414473684210527,88.1578947368421,2025-26,38,16.0,6.0,10.0,
Teddy Lagerback,2001-08-21,Teddy Lagerback|2001-08-21,Stonehill,F,34,5,"6'1""",194,Right,,Offense,Goals,0.15,0.22078717201166181,37.02623906705539,2025-26,34,16.0,5.0,11.0,
Jake McLean,2002-07-27,Jake McLean|2002-07-27,Bemidji State,F,34,4,"6'1""",185,Left,,Offense,Goals,0.15,0.22078717201166181,37.02623906705539,2025-26,34,13.0,5.0,8.0,
Verner Miettinen,2003-04-07,Verner Miettinen|2003-04-07,St. Cloud State,F,27,4,"5'11""",165,Left,,Offense,Goals,0.15,0.22078717201166181,37.02623906705539,2025-26,27,13.0,4.0,9.0,
Samuel Sjolund,2001-05-19,Samuel Sjolund|2001-05-19,Western Michigan,D,40,4,"6'3""",190,Left,,Offense,Goals,0.15,0.09414473684210527,86.18421052631578,2025-26,40,28.0,6.0,22.0,
George Krotiris,2002-08-08,George Krotiris|2002-08-08,Robert Morris,F,40,4,"5'11""",165,Left,,Offense,Goals,0.15,0.22078717201166181,37.02623906705539,2025-26,40,15.0,6.0,9.0,
Victor Czerneckianair,2002-02-17,Victor Czerneckianair|2002-02-17,Quinnipiac,F,40,5,"5'11""",174,Left,,Offense,Goals,0.15,0.22078717201166181,37.02623906705539,2025-26,40,19.0,6.0,13.0,
Jude Brower,2001-06-11,Jude Brower|2001-06-11,Army West Point,D,34,4,"6'1""",181,Left,,Offense,Goals,0.15,0.09414473684210527,86.18421052631578,2025-26,34,14.0,5.0,9.0,
Simon Isabelle,2001-01-12,Simon Isabelle|2001-01-12,RIT,F,33,5,"5'11""",174,Right,,Offense,Goals,0.15,0.22078717201166181,37.02623906705539,2025-26,33,15.0,5.0,10.0,
Alexander Krause,2001-07-22,Alexander Krause|2001-07-22,Dartmouth,F,34,5,"6'1""",190,Left,,Offense,Goals,0.15,0.22078717201166181,37.02623906705539,2025-26,34,12.0,5.0,7.0,
Sebastian Tornqvist,2003-05-22,Sebastian Tornqvist|2003-05-22,Vermont,D,34,4,"5'11""",187,Right,,Offense,Goals,0.15,0.09414473684210527,86.18421052631578,2025-26,34,14.0,5.0,9.0,
Karter McNarland,2003-02-10,Karter McNarland|2003-02-10,Alaska Anchorage,F,34,4,"5'11""",185,Left,,Offense,Goals,0.15,0.22078717201166181,37.02623906705539,2025-26,34,25.0,5.0,20.0,
Arlo Merritt,2001-01-31,Arlo Merritt|2001-01-31,Bentley,F,40,5,"6'3""",205,Left,,Offense,Goals,0.15,0.22078717201166181,37.02623906705539,2025-26,40,17.0,6.0,11.0,
Nick DeSantis,2002-05-02,Nick DeSantis|2002-05-02,Cornell,F,35,5,"5'9""",154,Right,,Offense,Goals,0.14,0.22078717201166181,33.6734693877551,2025-26,35,10.0,5.0,5.0,
Vincent Borgesi,2004-03-02,Vincent Borgesi|2004-03-02,Northeastern,D,36,5,"5'8""",172,Right,,Offense,Goals,0.14,0.09414473684210527,82.89473684210526,2025-26,36,18.0,5.0,13.0,
Ryan Gordon,2002-05-05,Ryan Gordon|2002-05-05,Ohio State,F,37,4,"6'0""",185,Right,,Offense,Goals,0.14,0.22078717201166181,33.6734693877551,2025-26,37,21.0,5.0,16.0,
Gavin Mccarthy,2005-06-02,Gavin Mccarthy|2005-06-02,Boston University,D,37,4,"6'2""",185,Right,,Offense,Goals,0.14,0.09414473684210527,82.89473684210526,2025-26,37,22.0,5.0,17.0,
Kieran Cebrian,2003-03-31,Kieran Cebrian|2003-03-31,Denver,F,44,4,"6'2""",194,Left,,Offense,Goals,0.14,0.22078717201166181,33.6734693877551,2025-26,44,17.0,6.0,11.0,
Ty Daneault,2004-12-20,Ty Daneault|2004-12-20,Merrimack,F,21,4,"5'11""",192,Right,,Offense,Goals,0.14,0.22078717201166181,33.6734693877551,2025-26,21,8.0,3.0,5.0,
Anthony Menghini,2002-12-03,Anthony Menghini|2002-12-03,North Dakota,F,37,4,"5'10""",187,Left,,Offense,Goals,0.14,0.22078717201166181,33.6734693877551,2025-26,37,14.0,5.0,9.0,
Ryan Coughlin,2001-02-09,Ryan Coughlin|2001-02-09,Mercyhurst,F,37,5,"6'0""",181,Right,,Offense,Goals,0.14,0.22078717201166181,33.6734693877551,2025-26,37,11.0,5.0,6.0,
Clint Levens,2003-06-19,Clint Levens|2003-06-19,Providence,F,35,4,"6'3""",185,Right,,Offense,Goals,0.14,0.22078717201166181,33.6734693877551,2025-26,35,13.0,5.0,8.0,
McKay Hayes,2002-01-27,McKay Hayes|2002-01-27,Robert Morris,F,14,4,"6'2""",205,Left,,Offense,Goals,0.14,0.22078717201166181,33.6734693877551,2025-26,14,6.0,2.0,4.0,
Bobby Metz,2001-08-20,Bobby Metz|2001-08-20,Colgate,D,28,5,"5'9""",179,Right,,Offense,Goals,0.14,0.09414473684210527,82.89473684210526,2025-26,28,5.0,4.0,1.0,
Lucas Olvestad,2002-03-19,Lucas Olvestad|2002-03-19,UMass Minuteme,D,37,5,"6'1""",190,Left,,Offense,Goals,0.14,0.09414473684210527,82.89473684210526,2025-26,37,15.0,5.0,10.0,
Owen McLaughlin,2003-03-25,Owen McLaughlin|2003-03-25,Boston University,F,35,5,"6'0""",174,Left,,Offense,Goals,0.14,0.22078717201166181,33.6734693877551,2025-26,35,20.0,5.0,15.0,
Frank Djurasevic,2002-03-09,Frank Djurasevic|2002-03-09,Maine,D,35,4,"6'2""",198,Right,,Offense,Goals,0.14,0.09414473684210527,82.89473684210526,2025-26,35,13.0,5.0,8.0,
Casey McDonald,2001-05-10,Casey McDonald|2001-05-10,Long Island,F,35,5,"6'1""",185,Right,,Offense,Goals,0.14,0.22078717201166181,33.6734693877551,2025-26,35,12.0,5.0,7.0,
Cade Ahrenholz,2002-11-30,Cade Ahrenholz|2002-11-30,Alaska,F,14,5,"6'3""",218,Right,,Offense,Goals,0.14,0.22078717201166181,33.6734693877551,2025-26,14,6.0,2.0,4.0,
Jarod Crespo,2002-04-30,Jarod Crespo|2002-04-30,Penn State,D,36,5,"6'0""",190,Right,,Offense,Goals,0.14,0.09414473684210527,82.89473684210526,2025-26,36,17.0,5.0,12.0,
Carter Batchelder,2003-02-25,Carter Batchelder|2003-02-25,Lake Superior State,F,36,4,"5'10""",176,Left,,Offense,Goals,0.14,0.22078717201166181,33.6734693877551,2025-26,36,14.0,5.0,9.0,
Matthew Perkins,2004-01-21,Matthew Perkins|2004-01-21,Northeastern,F,29,4,"5'11""",172,Left,,Offense,Goals,0.14,0.22078717201166181,33.6734693877551,2025-26,29,7.0,4.0,3.0,
Conor Cole,2001-10-28,Conor Cole|2001-10-28,Alaska Anchorage,F,22,5,"5'10""",183,Left,,Offense,Goals,0.14,0.22078717201166181,33.6734693877551,2025-26,22,11.0,3.0,8.0,
